Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Regional indicator_Central and Eastern Europe,Regional indicator_Commonwealth of Independent States,Regional indicator_East Asia,Regional indicator_Latin America and Caribbean,Regional indicator_Middle East and North Africa,Regional indicator_North America and ANZ,Regional indicator_South Asia,Regional indicator_Southeast Asia,Regional indicator_Sub-Saharan Africa,Regional indicator_Western Europe
8.393,0.704,47.7,0.8,-0.053,0.744,0.664,0.347,False,False,False,False,False,False,False,False,True,False
7.8,0.638,56.5,0.775,0.179,0.739,0.694,0.246,False,False,False,False,False,False,False,False,True,False
6.865,0.756,46.2,0.514,0.006,0.864,0.623,0.28,False,False,False,False,False,False,False,False,True,False
9.448,0.893,65.9,0.876,0.028,0.882,0.858,0.219,False,False,False,True,False,False,False,False,False,False
10.887,0.846,76.82,0.894,0.235,0.245,0.734,0.196,False,False,True,False,False,False,False,False,False,False
10.196,0.917,67.04,0.727,0.01,0.907,0.637,0.287,True,False,False,False,False,False,False,False,False,False
8.5,0.819,64.78,0.676,0.23,0.826,0.759,0.199,False,False,False,True,False,False,False,False,False,False
9.542,0.888,66.7,0.626,-0.169,0.839,0.761,0.351,False,False,False,True,False,False,False,False,False,False
7.678,0.672,54.151,0.695,-0.009,0.748,0.614,0.3,False,False,False,False,False,False,False,False,True,False
8.357,0.856,61.94,0.703,-0.079,0.892,0.691,0.182,False,True,False,False,False,False,False,False,False,False
8.716,0.792,67.14,0.8915,0.0,0.789,0.701,0.241,False,False,False,False,False,False,False,True,False,False
10.674,0.878,73.0,0.803,-0.118,0.656,0.811,0.216,False,False,False,False,False,False,False,False,False,True
6.776,0.879,44.8,0.684,0.041,0.758,0.623,0.327,False,False,False,False,False,False,False,False,True,False
8.07,0.582,61.54,0.668,-0.034,0.765,0.714,0.183,False,False,False,False,False,False,True,False,False,False
8.174,0.633,53.66,0.757,0.005,0.89,0.774,0.198,False,False,False,False,False,False,False,False,True,False
7.871,0.688,45.72,0.682,-0.067,0.948,0.687,0.246,False,False,False,False,False,False,False,False,True,False
10.42,0.888,68.52,0.726,-0.156,0.916,0.72,0.253,True,False,False,False,False,False,False,False,False,False
8.986,0.798,65.0,0.778,-0.194,0.781,0.837,0.33,False,False,False,True,False,False,False,False,False,False
7.336,0.818,56.22,0.546,-0.062,0.897,0.51,0.235,False,False,False,False,False,False,False,False,True,False
8.572,0.772,66.6,0.534,-0.097,0.848,0.863,0.311,False,False,False,True,False,False,False,False,False,False
10.605,0.91,74.4,0.722,-0.075,0.777,0.659,0.357,False,False,False,False,False,False,False,False,False,True
8.52,0.828,65.02,0.687,0.223,0.863,0.789,0.206,False,False,False,True,False,False,False,False,False,False
7.686,0.69,55.16,0.697,0.424,0.746,0.804,0.379,False,False,False,False,False,False,False,False,True,False
9.261,0.829,65.3,0.693,-0.16,0.705,0.565,0.345,False,False,False,False,True,False,False,False,False,False
9.788,0.852,69.0,0.843,0.149,0.824,0.603,0.358,True,False,False,False,False,False,False,False,False,False
7.836,0.705,57.0,0.8,0.116,0.654,0.715,0.255,False,False,False,False,False,False,False,False,True,False
9.569,0.718,64.1,0.764,-0.221,0.583,0.611,0.295,False,True,False,False,False,False,False,False,False,False
8.797,0.807,61.0,0.703,-0.068,0.781,0.766,0.35,False,False,False,True,False,False,False,False,False,False
9.582,0.891,64.68,0.905,-0.02,0.76,0.798,0.3,False,False,False,True,False,False,False,False,False,False
7.544,0.678,59.3,0.908,0.025,0.095,0.721,0.206,False,False,False,False,False,False,False,False,True,False
8.545,0.763,59.3,0.899,0.561,0.682,0.755,0.286,False,False,False,False,False,False,False,True,False,False
11.0,0.856,76.82,0.727,0.067,0.432,0.599,0.358,False,False,True,False,False,False,False,False,False,False
9.039,0.779,63.3,0.884,-0.12,0.819,0.698,0.434,False,False,False,True,False,False,False,False,False,False
9.15,0.709,67.2,0.779,-0.15,0.705,0.6525000000000001,0.3085,False,False,False,False,True,False,False,False,False,False
7.087,0.612,53.5,0.791,0.009,0.637,0.771,0.503,False,False,False,False,False,False,False,False,True,False
9.54,0.725,63.64,0.537,-0.105,0.795,0.536,0.258,False,True,False,False,False,False,False,False,False,False
10.407,0.9,72.2,0.905,-0.176,0.881,0.649,0.294,False,False,False,False,False,False,False,False,False,True
7.505,0.852,49.42,0.76,-0.037,0.84,0.64,0.296,False,False,False,False,False,False,False,False,True,False
9.62,0.907,65.8,0.799,-0.016,0.771,0.755,0.325,False,False,False,True,False,False,False,False,False,False
10.903,0.954,71.8,0.948,0.138,0.21,0.836,0.208,False,False,False,False,False,False,False,False,False,True
9.69,0.75,65.56,0.787,0.131,0.877,0.605,0.365,True,False,False,False,False,False,False,False,False,False
8.242,0.686,55.72,0.662,-0.11,0.808,0.595,0.4,False,False,False,False,False,False,False,False,True,False
9.426,0.803,67.5,0.83,-0.134,0.866,0.822,0.338,False,False,False,True,False,False,False,False,False,False
8.018,0.606,61.12,0.838,-0.069,0.757,0.685,0.235,False,False,False,False,False,False,True,False,False,False
10.205,0.91,64.7,0.715,-0.116,0.848,0.691,0.2,False,True,False,False,False,False,False,False,False,False
10.211,0.811,66.9,0.839,-0.16,0.926,0.734,0.231,True,False,False,False,False,False,False,False,False,False
9.362,0.749,65.5,0.53,-0.167,0.7,0.661,0.377,False,False,False,False,True,False,False,False,False,False
8.538,0.621,58.6,0.809,-0.026,0.832,0.711,0.285,False,False,False,False,False,False,True,False,False,False
7.926,0.787,48.7,0.715,-0.131,0.915,0.7404999999999999,0.2625,False,False,False,False,False,False,False,False,True,False
7.637,0.697,54.7,0.812,0.111,0.572,0.838,0.277,False,False,False,False,False,False,False,False,True,False
10.585,0.776,73.9,0.74,-0.008,0.865,0.763,0.29,False,False,False,False,False,False,False,False,False,True
10.844,0.926,71.3,0.889,0.178,0.412,0.765,0.203,False,False,False,False,False,False,False,False,False,True
7.765,0.779,59.2,0.519,0.092,0.911,0.672,0.226,False,False,False,False,False,False,True,False,False,False
6.979,0.818,48.32,0.639,-0.024,0.719,0.592,0.243,False,False,False,False,False,False,False,False,True,False
9.597,0.866,67.6,0.447,-0.081,0.89,0.322,0.494,False,False,False,False,True,False,False,False,False,False
8.151,0.767,54.3,0.812,0.122,0.771,0.731,0.372,False,False,False,False,False,False,False,False,True,False
10.89,0.92,72.2,0.877,0.034,0.496,0.78,0.243,False,False,False,False,False,False,False,False,False,True
9.08,0.764,66.4,0.877,-0.109,0.682,0.871,0.271,False,False,False,True,False,False,False,False,False,False
11.053,0.827,67.5,0.942,0.06,0.347,0.752,0.298,False,False,False,False,True,False,False,False,False,False
9.861,0.865,68.28,0.871,0.067,0.615,0.788,0.214,False,False,False,True,False,False,False,False,False,False
10.804,0.916,72.14,0.936,0.159,0.324,0.829,0.184,False,False,False,False,False,False,False,False,False,True
8.647,0.854,67.5,0.797,0.009,0.713,0.793,0.408,False,False,False,True,False,False,False,False,False,False
9.383,0.863,66.6,0.902,0.319,0.859,0.848,0.235,False,False,False,False,False,False,True,False,False,False
9.179,0.787,67.76,0.824,-0.186,0.755,0.82,0.134,False,False,True,False,False,False,False,False,False,False
10.69,0.885,73.4,0.787,-0.091,0.623,0.773,0.27,False,False,False,False,False,False,False,False,False,True
9.464,0.881,54.34,0.794,-0.117,0.82,0.798,0.243,False,False,False,False,False,False,False,False,True,False
9.372,0.848,62.96,0.886,-0.008,0.772,0.767,0.26,False,False,False,True,False,False,False,False,False,False
7.052,0.291,50.18,0.287,-0.055,0.932,0.362,0.379,False,False,False,False,False,False,False,False,True,False
9.278,0.869,64.62,0.666,0.191,0.756,0.81,0.19,False,False,False,True,False,False,False,False,False,False
8.998,0.805,64.2,0.877,-0.054,0.868,0.79,0.382,False,False,False,True,False,False,False,False,False,False
10.784,0.927,71.04,0.855,-0.05,0.758,0.82,0.238,False,False,False,False,False,False,False,False,False,True
10.925,0.967,73.0,0.939,0.246,0.727,0.895,0.148,False,False,False,False,False,False,False,False,False,True
10.252,0.842,67.2,0.916,0.123,0.782,0.834,0.176,False,False,False,False,False,False,False,True,False,False
9.414,0.877,49.88,0.739,-0.154,0.904,0.727,0.231,False,False,False,False,False,False,False,False,True,False
8.156,0.744,54.8,0.823,0.14,0.74,0.685,0.387,False,False,False,False,False,False,False,False,True,False
10.37,0.905,72.0,0.838,-0.225,0.922,0.684,0.326,False,False,False,False,False,False,False,False,False,True
7.886,0.467,59.86,0.606,-0.044,0.802,0.725,0.232,False,False,False,False,False,False,True,False,False,False
10.171,0.932,62.68,0.744,-0.265,0.869,0.688,0.151,False,True,False,False,False,False,False,False,False,False
10.53,0.964,71.3,0.906,-0.127,0.884,0.832,0.29,True,False,False,False,False,False,False,False,False,False
11.592,0.952,71.7,0.908,0.096,0.423,0.809,0.216,False,False,False,False,False,False,False,False,False,True
7.865,0.818,57.7,0.937,0.152,0.965,0.796,0.188,False,False,False,False,False,False,False,True,False,False
10.586,0.903,74.1,0.756,-0.032,0.791,0.625,0.302,False,False,False,False,False,False,False,False,False,True
10.601,0.946,73.5,0.834,0.085,0.743,0.635,0.266,False,False,False,False,True,False,False,False,False,False
8.106,0.739,59.6,0.629,-0.074,0.805,0.714,0.247,False,False,False,False,False,False,False,False,True,False
8.483,0.815,66.34,0.834,-0.062,0.838,0.583,0.19,False,False,False,False,False,False,False,True,False,False
7.027,0.753,51.48,0.688,-0.046,0.605,0.678,0.205,False,False,False,False,False,False,False,False,True,False
9.577,0.882,66.601,0.804,-0.071,0.756,0.788,0.302,False,False,False,True,False,False,False,False,False,False
10.112,0.855,63.88,0.63,-0.203,0.926,0.639,0.215,True,False,False,False,False,False,False,False,False,False
11.4,0.866,75.9,0.887,0.15,0.099,0.803,0.142,False,False,False,False,False,False,False,True,False,False
11.031,0.959,71.32,0.96,0.109,0.397,0.832,0.197,False,False,False,False,False,False,False,False,False,True
10.673,0.921,64.22,0.639,-0.11,0.445,0.742,0.319,False,False,False,False,True,False,False,False,False,False
9.269,0.946,60.28,0.786,-0.123,0.888,0.584,0.117,False,True,False,False,False,False,False,False,False,False
10.536,0.864,72.7,0.753,0.108,0.789,0.697,0.256,False,False,False,False,True,False,False,False,False,False
10.81,0.885,71.4,0.869,0.062,0.469,0.805,0.24,False,False,False,False,False,False,False,False,False,True
9.456,0.845,68.1,0.83,-0.178,0.906,0.809,0.38,False,False,False,True,False,False,False,False,False,False
8.449,0.687,56.0,0.852,-0.038,0.945,0.69,0.265,False,False,False,False,False,False,False,False,True,False
7.777,0.824,45.74,0.618,-0.087,0.768,0.793,0.17,False,False,False,False,False,False,False,False,True,False
10.52,0.797,72.18,0.642,-0.05,0.832,0.676,0.189,False,False,True,False,False,False,False,False,False,False
7.572,0.837,51.4,0.607,0.308,0.903,0.778,0.161,False,False,False,False,False,False,False,False,True,False
8.114,0.78,51.58,0.788,0.008,0.806,0.726,0.25,False,False,False,False,False,False,False,False,True,False
10.539,0.819,73.5,0.812,0.043,0.851,0.784,0.301,False,False,False,False,False,False,False,False,False,True
10.867,0.909,71.88,0.91,0.331,0.457,0.868,0.221,False,False,False,False,False,False,False,False,False,True
9.442,0.517,65.1,0.64,-0.205,0.502,0.547,0.233,False,True,False,False,False,False,False,False,False,False
7.612,0.734,58.0,0.717,0.001,0.757,0.609,0.304,False,False,False,False,False,False,False,False,True,False
7.428,0.637,57.44,0.835,-0.012,0.081,0.703,0.132,False,False,False,False,False,False,False,False,True,False
10.798,0.95,73.3,0.911,0.317,0.411,0.78,0.225,False,False,False,False,False,True,False,False,False,False
10.529,0.95,72.9,0.796,-0.138,0.84,0.724,0.322,False,False,False,False,False,False,False,False,False,True
7.858,0.669,54.3,0.61,-0.139,0.829,0.507,0.321,False,False,False,False,True,False,False,False,False,False
8.225,0.746,60.8,0.958,0.076,0.84,0.839,0.398,False,False,False,False,False,False,False,True,False,False
8.756,0.785,60.0,0.726,-0.092,0.801,0.781,0.392,False,False,False,True,False,False,False,False,False,False
7.527,0.751,46.7,0.474,-0.029,0.889,0.607,0.358,False,False,False,False,False,False,False,False,True,False
7.364,0.619,48.478,0.579,0.041,0.807,0.5745,0.315,False,False,False,False,False,False,False,False,True,False
10.935,0.958,72.4,0.935,0.018,0.151,0.821,0.206,False,False,False,False,False,False,False,False,False,True
8.96,0.66,59.5,0.915,0.141,0.748,0.822,0.358,False,False,False,False,False,False,False,True,False,False
10.906,0.934,73.3,0.908,0.042,0.481,0.787,0.173,False,False,False,False,False,False,False,False,False,True
10.975,0.885,66.28,0.849,0.019,0.339,0.77,0.287,False,False,False,False,True,False,False,False,False,False
9.403,0.86,56.904,0.749,-0.067,0.86,0.785,0.23,False,False,False,False,False,False,False,False,True,False
8.387,0.553,57.7,0.838,-0.038,0.908,0.648,0.232,False,False,False,False,False,False,True,False,False,False
8.306,0.715,59.5,0.853,0.234,0.854,0.788,0.23,False,False,False,False,False,False,False,False,True,False
9.487,0.799,67.055,0.825,-0.168,0.629,0.5525,0.437,False,True,False,False,False,False,False,False,False,False
11.114,0.862,67.3,0.911,0.129,0.347,0.793,0.284,False,False,False,False,True,False,False,False,False,False
9.186,0.877,67.5,0.89,-0.137,0.884,0.7605,0.24,False,False,False,True,False,False,False,False,False,False
8.73,0.607,59.7,0.886,-0.042,0.781,0.682,0.318,False,False,False,False,False,False,True,False,False,False
10.816,0.84,76.82,0.922,0.296,0.274,0.719,0.237,False,False,True,False,False,False,False,False,False,False
10.121,0.914,64.0,0.745,-0.035,0.755,0.757,0.171,False,True,False,False,False,False,False,False,False,False
